"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-05-28,1,2023-05-28,0,"fdom",9.81025099672896,"total"
"2",2023-05-29,1,2023-05-28,-1,"fdom",9.65814703345272,"total"
"3",2023-05-30,1,2023-05-28,-2,"fdom",8.79602670349178,"total"
"4",2023-05-31,1,2023-05-28,-3,"fdom",8.65193725459452,"total"
"5",2023-06-01,1,2023-05-28,-4,"fdom",8.14813408578155,"total"
"6",2023-06-02,1,2023-05-28,-5,"fdom",9.42337104166852,"total"
"7",2023-06-03,1,2023-05-28,-6,"fdom",9.79210060911366,"total"
"8",2023-06-04,1,2023-05-28,-7,"fdom",9.61291778988922,"total"
"9",2023-06-05,1,2023-05-28,-8,"fdom",9.84062706877355,"total"
"10",2023-06-06,1,2023-05-28,-9,"fdom",9.02722676869778,"total"
"11",2023-06-07,1,2023-05-28,-10,"fdom",8.58235502799298,"total"
"12",2023-06-08,1,2023-05-28,-11,"fdom",7.77151889496794,"total"
"13",2023-06-09,1,2023-05-28,-12,"fdom",8.19995917825871,"total"
"14",2023-06-10,1,2023-05-28,-13,"fdom",8.36329653475473,"total"
"15",2023-06-11,1,2023-05-28,-14,"fdom",9.09226361178553,"total"
"16",2023-06-12,1,2023-05-28,-15,"fdom",9.40046081891425,"total"
"17",2023-06-13,1,2023-05-28,-16,"fdom",8.48360712532369,"total"
"18",2023-05-28,2,2023-05-28,0,"fdom",9.86280927955012,"total"
"19",2023-05-29,2,2023-05-28,-1,"fdom",11.4314362521171,"total"
"20",2023-05-30,2,2023-05-28,-2,"fdom",11.3778417039998,"total"
"21",2023-05-31,2,2023-05-28,-3,"fdom",10.9967380237223,"total"
"22",2023-06-01,2,2023-05-28,-4,"fdom",12.2298842901466,"total"
"23",2023-06-02,2,2023-05-28,-5,"fdom",11.6119154882201,"total"
"24",2023-06-03,2,2023-05-28,-6,"fdom",12.3070848119829,"total"
"25",2023-06-04,2,2023-05-28,-7,"fdom",12.8404473764067,"total"
"26",2023-06-05,2,2023-05-28,-8,"fdom",13.0678302174989,"total"
"27",2023-06-06,2,2023-05-28,-9,"fdom",13.2748575013963,"total"
"28",2023-06-07,2,2023-05-28,-10,"fdom",13.6997758618511,"total"
"29",2023-06-08,2,2023-05-28,-11,"fdom",15.3926799666873,"total"
"30",2023-06-09,2,2023-05-28,-12,"fdom",17.0629235837322,"total"
"31",2023-06-10,2,2023-05-28,-13,"fdom",17.6502545551016,"total"
"32",2023-06-11,2,2023-05-28,-14,"fdom",17.8747798498201,"total"
"33",2023-06-12,2,2023-05-28,-15,"fdom",17.4918607984837,"total"
"34",2023-06-13,2,2023-05-28,-16,"fdom",17.8281142695191,"total"
"35",2023-05-28,3,2023-05-28,0,"fdom",9.89977824661323,"total"
"36",2023-05-29,3,2023-05-28,-1,"fdom",9.94148688733363,"total"
"37",2023-05-30,3,2023-05-28,-2,"fdom",9.41265424433317,"total"
"38",2023-05-31,3,2023-05-28,-3,"fdom",8.80259090045188,"total"
