"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-07-07,1,2023-07-07,0,"fdom",20.0385110074083,"total"
"2",2023-07-08,1,2023-07-07,-1,"fdom",19.7697002950399,"total"
"3",2023-07-09,1,2023-07-07,-2,"fdom",18.9223686715493,"total"
"4",2023-07-10,1,2023-07-07,-3,"fdom",18.5767544724793,"total"
"5",2023-07-11,1,2023-07-07,-4,"fdom",17.1825847152706,"total"
"6",2023-07-12,1,2023-07-07,-5,"fdom",17.2099580246225,"total"
"7",2023-07-13,1,2023-07-07,-6,"fdom",17.2244069616807,"total"
"8",2023-07-14,1,2023-07-07,-7,"fdom",17.7145709897904,"total"
"9",2023-07-15,1,2023-07-07,-8,"fdom",17.2809342583796,"total"
"10",2023-07-16,1,2023-07-07,-9,"fdom",17.62646355942,"total"
"11",2023-07-17,1,2023-07-07,-10,"fdom",18.014811065745,"total"
"12",2023-07-18,1,2023-07-07,-11,"fdom",18.0731326342897,"total"
"13",2023-07-19,1,2023-07-07,-12,"fdom",18.1477632779943,"total"
"14",2023-07-20,1,2023-07-07,-13,"fdom",17.789963045409,"total"
"15",2023-07-21,1,2023-07-07,-14,"fdom",17.0765939607533,"total"
"16",2023-07-22,1,2023-07-07,-15,"fdom",16.676156819817,"total"
"17",2023-07-23,1,2023-07-07,-16,"fdom",17.1512615953261,"total"
"18",2023-07-07,2,2023-07-07,0,"fdom",19.9926723105185,"total"
"19",2023-07-08,2,2023-07-07,-1,"fdom",20.2282714109991,"total"
"20",2023-07-09,2,2023-07-07,-2,"fdom",19.7954585877113,"total"
"21",2023-07-10,2,2023-07-07,-3,"fdom",19.2356138142018,"total"
"22",2023-07-11,2,2023-07-07,-4,"fdom",19.4516321683455,"total"
"23",2023-07-12,2,2023-07-07,-5,"fdom",19.8600593211239,"total"
"24",2023-07-13,2,2023-07-07,-6,"fdom",20.5811595394136,"total"
"25",2023-07-14,2,2023-07-07,-7,"fdom",20.8298752052896,"total"
"26",2023-07-15,2,2023-07-07,-8,"fdom",20.9131233756118,"total"
"27",2023-07-16,2,2023-07-07,-9,"fdom",20.9291066915184,"total"
"28",2023-07-17,2,2023-07-07,-10,"fdom",20.9980055998293,"total"
"29",2023-07-18,2,2023-07-07,-11,"fdom",20.9548827355813,"total"
"30",2023-07-19,2,2023-07-07,-12,"fdom",21.0289415842709,"total"
"31",2023-07-20,2,2023-07-07,-13,"fdom",21.7403030134843,"total"
"32",2023-07-21,2,2023-07-07,-14,"fdom",22.2675269976091,"total"
"33",2023-07-22,2,2023-07-07,-15,"fdom",22.3013634990659,"total"
"34",2023-07-23,2,2023-07-07,-16,"fdom",21.7070805347105,"total"
"35",2023-07-07,3,2023-07-07,0,"fdom",19.9758308864301,"total"
"36",2023-07-08,3,2023-07-07,-1,"fdom",19.7067286346514,"total"
"37",2023-07-09,3,2023-07-07,-2,"fdom",18.8105131289452,"total"
"38",2023-07-10,3,2023-07-07,-3,"fdom",17.9045562257548,"total"
