"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-01-15,1,2023-01-15,0,"fdom",16.4409027777778,"driver"
"2",2023-01-16,1,2023-01-15,-1,"fdom",16.4460226075452,"driver"
"3",2023-01-17,1,2023-01-15,-2,"fdom",16.4510796028092,"driver"
"4",2023-01-18,1,2023-01-15,-3,"fdom",16.4726012981909,"driver"
"5",2023-01-19,1,2023-01-15,-4,"fdom",16.4868974815861,"driver"
"6",2023-01-20,1,2023-01-15,-5,"fdom",16.5195537790576,"driver"
"7",2023-01-21,1,2023-01-15,-6,"fdom",16.5290714934637,"driver"
"8",2023-01-22,1,2023-01-15,-7,"fdom",16.5332452149835,"driver"
"9",2023-01-23,1,2023-01-15,-8,"fdom",16.5398338139769,"driver"
"10",2023-01-24,1,2023-01-15,-9,"fdom",16.5496638498573,"driver"
"11",2023-01-25,1,2023-01-15,-10,"fdom",16.5432428201064,"driver"
"12",2023-01-26,1,2023-01-15,-11,"fdom",16.5541367721079,"driver"
"13",2023-01-27,1,2023-01-15,-12,"fdom",16.5733858402952,"driver"
"14",2023-01-28,1,2023-01-15,-13,"fdom",16.5963170223225,"driver"
"15",2023-01-29,1,2023-01-15,-14,"fdom",16.6234455764563,"driver"
"16",2023-01-30,1,2023-01-15,-15,"fdom",16.6418853689867,"driver"
"17",2023-01-31,1,2023-01-15,-16,"fdom",16.6558188400623,"driver"
"18",2023-01-15,2,2023-01-15,0,"fdom",16.4409027777778,"driver"
"19",2023-01-16,2,2023-01-15,-1,"fdom",16.4436437828628,"driver"
"20",2023-01-17,2,2023-01-15,-2,"fdom",16.4390159119487,"driver"
"21",2023-01-18,2,2023-01-15,-3,"fdom",16.4637560667881,"driver"
"22",2023-01-19,2,2023-01-15,-4,"fdom",16.4982129728989,"driver"
"23",2023-01-20,2,2023-01-15,-5,"fdom",16.5090504139134,"driver"
"24",2023-01-21,2,2023-01-15,-6,"fdom",16.5343333373404,"driver"
"25",2023-01-22,2,2023-01-15,-7,"fdom",16.5532162866946,"driver"
"26",2023-01-23,2,2023-01-15,-8,"fdom",16.5669112912809,"driver"
"27",2023-01-24,2,2023-01-15,-9,"fdom",16.5726449978181,"driver"
"28",2023-01-25,2,2023-01-15,-10,"fdom",16.58338084277,"driver"
"29",2023-01-26,2,2023-01-15,-11,"fdom",16.577663680186,"driver"
"30",2023-01-27,2,2023-01-15,-12,"fdom",16.5731580776553,"driver"
"31",2023-01-28,2,2023-01-15,-13,"fdom",16.5616332079844,"driver"
"32",2023-01-29,2,2023-01-15,-14,"fdom",16.5472528949944,"driver"
"33",2023-01-30,2,2023-01-15,-15,"fdom",16.5330698170335,"driver"
"34",2023-01-31,2,2023-01-15,-16,"fdom",16.5139627753752,"driver"
"35",2023-01-15,3,2023-01-15,0,"fdom",16.4409027777778,"driver"
"36",2023-01-16,3,2023-01-15,-1,"fdom",16.4500362001249,"driver"
"37",2023-01-17,3,2023-01-15,-2,"fdom",16.4640920383161,"driver"
"38",2023-01-18,3,2023-01-15,-3,"fdom",16.5070463242237,"driver"
"39",2023-01-19,3,2023-01-15,-4,"fdom",16.5375531853008,"driver"
"40",2023-01-20,3,2023-01-15,-5,"fdom",16.5538738990386,"driver"
"41",2023-01-21,3,2023-01-15,-6,"fdom",16.5667477886648,"driver"
"42",2023-01-22,3,2023-01-15,-7,"fdom",16.5721649002713,"driver"
"43",2023-01-23,3,2023-01-15,-8,"fdom",16.5929722423019,"driver"
"44",2023-01-24,3,2023-01-15,-9,"fdom",16.6130764794119,"driver"
"45",2023-01-25,3,2023-01-15,-10,"fdom",16.6429905770039,"driver"
"46",2023-01-26,3,2023-01-15,-11,"fdom",16.6613589492364,"driver"
"47",2023-01-27,3,2023-01-15,-12,"fdom",16.6648356142899,"driver"
