"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-01-21,1,2023-01-21,0,"fdom",15.9105555555556,"driver"
"2",2023-01-22,1,2023-01-21,-1,"fdom",15.9280169518225,"driver"
"3",2023-01-23,1,2023-01-21,-2,"fdom",15.9516864667418,"driver"
"4",2023-01-24,1,2023-01-21,-3,"fdom",15.960906314871,"driver"
"5",2023-01-25,1,2023-01-21,-4,"fdom",15.9735108322588,"driver"
"6",2023-01-26,1,2023-01-21,-5,"fdom",15.968420038365,"driver"
"7",2023-01-27,1,2023-01-21,-6,"fdom",15.975011771471,"driver"
"8",2023-01-28,1,2023-01-21,-7,"fdom",15.9740978401024,"driver"
"9",2023-01-29,1,2023-01-21,-8,"fdom",15.995623565191,"driver"
"10",2023-01-30,1,2023-01-21,-9,"fdom",16.0027553445907,"driver"
"11",2023-01-31,1,2023-01-21,-10,"fdom",16.0037722496051,"driver"
"12",2023-02-01,1,2023-01-21,-11,"fdom",16.0162266414126,"driver"
"13",2023-02-02,1,2023-01-21,-12,"fdom",16.0308619304186,"driver"
"14",2023-02-03,1,2023-01-21,-13,"fdom",16.0285593450449,"driver"
"15",2023-02-04,1,2023-01-21,-14,"fdom",16.0249727392434,"driver"
"16",2023-02-05,1,2023-01-21,-15,"fdom",16.0208482776408,"driver"
"17",2023-02-06,1,2023-01-21,-16,"fdom",16.0408204668367,"driver"
"18",2023-01-21,2,2023-01-21,0,"fdom",15.9105555555556,"driver"
"19",2023-01-22,2,2023-01-21,-1,"fdom",15.9234783349549,"driver"
"20",2023-01-23,2,2023-01-21,-2,"fdom",15.951341649142,"driver"
"21",2023-01-24,2,2023-01-21,-3,"fdom",15.9748609886875,"driver"
"22",2023-01-25,2,2023-01-21,-4,"fdom",16.0121640500067,"driver"
"23",2023-01-26,2,2023-01-21,-5,"fdom",16.0291114570519,"driver"
"24",2023-01-27,2,2023-01-21,-6,"fdom",16.0511851668327,"driver"
"25",2023-01-28,2,2023-01-21,-7,"fdom",16.0573393373714,"driver"
"26",2023-01-29,2,2023-01-21,-8,"fdom",16.0619601533623,"driver"
"27",2023-01-30,2,2023-01-21,-9,"fdom",16.075485325601,"driver"
"28",2023-01-31,2,2023-01-21,-10,"fdom",16.0991954183255,"driver"
"29",2023-02-01,2,2023-01-21,-11,"fdom",16.1223359436088,"driver"
"30",2023-02-02,2,2023-01-21,-12,"fdom",16.1487630139145,"driver"
"31",2023-02-03,2,2023-01-21,-13,"fdom",16.1797429529545,"driver"
"32",2023-02-04,2,2023-01-21,-14,"fdom",16.2016172318949,"driver"
"33",2023-02-05,2,2023-01-21,-15,"fdom",16.2209861125536,"driver"
"34",2023-02-06,2,2023-01-21,-16,"fdom",16.2435824927568,"driver"
"35",2023-01-21,3,2023-01-21,0,"fdom",15.9105555555556,"driver"
"36",2023-01-22,3,2023-01-21,-1,"fdom",15.9240244373399,"driver"
"37",2023-01-23,3,2023-01-21,-2,"fdom",15.9409778376456,"driver"
"38",2023-01-24,3,2023-01-21,-3,"fdom",15.9570419968452,"driver"
"39",2023-01-25,3,2023-01-21,-4,"fdom",15.9756372221099,"driver"
"40",2023-01-26,3,2023-01-21,-5,"fdom",15.9787886081048,"driver"
"41",2023-01-27,3,2023-01-21,-6,"fdom",15.9940469307478,"driver"
"42",2023-01-28,3,2023-01-21,-7,"fdom",16.004990466604,"driver"
"43",2023-01-29,3,2023-01-21,-8,"fdom",16.0181553566064,"driver"
"44",2023-01-30,3,2023-01-21,-9,"fdom",16.0279670891343,"driver"
"45",2023-01-31,3,2023-01-21,-10,"fdom",16.0387497777205,"driver"
"46",2023-02-01,3,2023-01-21,-11,"fdom",16.0549448743098,"driver"
"47",2023-02-02,3,2023-01-21,-12,"fdom",16.0690565033717,"driver"
"48",2023-02-03,3,2023-01-21,-13,"fdom",16.0816607521628,"driver"
"49",2023-02-04,3,2023-01-21,-14,"fdom",16.1024168610385,"driver"
"50",2023-02-05,3,2023-01-21,-15,"fdom",16.1182750991941,"driver"
"51",2023-02-06,3,2023-01-21,-16,"fdom",16.1341795140657,"driver"
"52",2023-01-21,4,2023-01-21,0,"fdom",15.9105555555556,"driver"
"53",2023-01-22,4,2023-01-21,-1,"fdom",15.9222032430218,"driver"
"54",2023-01-23,4,2023-01-21,-2,"fdom",15.9392580092218,"driver"
"55",2023-01-24,4,2023-01-21,-3,"fdom",15.9604330476507,"driver"
"56",2023-01-25,4,2023-01-21,-4,"fdom",15.9539156705739,"driver"
"57",2023-01-26,4,2023-01-21,-5,"fdom",15.9670758725945,"driver"
"58",2023-01-27,4,2023-01-21,-6,"fdom",15.9593059349848,"driver"
"59",2023-01-28,4,2023-01-21,-7,"fdom",15.9514312292556,"driver"
"60",2023-01-29,4,2023-01-21,-8,"fdom",15.9529772325984,"driver"
"61",2023-01-30,4,2023-01-21,-9,"fdom",15.963312095313,"driver"
"62",2023-01-31,4,2023-01-21,-10,"fdom",15.9722649346721,"driver"
"63",2023-02-01,4,2023-01-21,-11,"fdom",15.9793595996763,"driver"
"64",2023-02-02,4,2023-01-21,-12,"fdom",15.9925864317189,"driver"
"65",2023-02-03,4,2023-01-21,-13,"fdom",16.0044359777145,"driver"
"66",2023-02-04,4,2023-01-21,-14,"fdom",16.0138142132896,"driver"
"67",2023-02-05,4,2023-01-21,-15,"fdom",16.0403009464332,"driver"
"68",2023-02-06,4,2023-01-21,-16,"fdom",16.0488219282716,"driver"
"69",2023-01-21,5,2023-01-21,0,"fdom",15.9105555555556,"driver"
"70",2023-01-22,5,2023-01-21,-1,"fdom",15.9203492988824,"driver"
