"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-01-19,1,2023-01-19,0,"fdom",16.0600694444444,"driver"
"2",2023-01-20,1,2023-01-19,-1,"fdom",16.0681769808239,"driver"
"3",2023-01-21,1,2023-01-19,-2,"fdom",16.0854440144144,"driver"
"4",2023-01-22,1,2023-01-19,-3,"fdom",16.0982947943134,"driver"
"5",2023-01-23,1,2023-01-19,-4,"fdom",16.120679923943,"driver"
"6",2023-01-24,1,2023-01-19,-5,"fdom",16.1420105596093,"driver"
"7",2023-01-25,1,2023-01-19,-6,"fdom",16.1535598951395,"driver"
"8",2023-01-26,1,2023-01-19,-7,"fdom",16.1714928364131,"driver"
"9",2023-01-27,1,2023-01-19,-8,"fdom",16.1817021660039,"driver"
"10",2023-01-28,1,2023-01-19,-9,"fdom",16.1731235635272,"driver"
"11",2023-01-29,1,2023-01-19,-10,"fdom",16.1709786190957,"driver"
"12",2023-01-30,1,2023-01-19,-11,"fdom",16.1802960995427,"driver"
"13",2023-01-31,1,2023-01-19,-12,"fdom",16.1991055474664,"driver"
"14",2023-02-01,1,2023-01-19,-13,"fdom",16.2212636357743,"driver"
"15",2023-02-02,1,2023-01-19,-14,"fdom",16.2440794335947,"driver"
"16",2023-02-03,1,2023-01-19,-15,"fdom",16.2638851305162,"driver"
"17",2023-02-04,1,2023-01-19,-16,"fdom",16.2777645160128,"driver"
"18",2023-01-19,2,2023-01-19,0,"fdom",16.0600694444444,"driver"
"19",2023-01-20,2,2023-01-19,-1,"fdom",16.0657788211125,"driver"
"20",2023-01-21,2,2023-01-19,-2,"fdom",16.082235743633,"driver"
"21",2023-01-22,2,2023-01-19,-3,"fdom",16.087713070308,"driver"
"22",2023-01-23,2,2023-01-19,-4,"fdom",16.0877583394126,"driver"
"23",2023-01-24,2,2023-01-19,-5,"fdom",16.0998784269677,"driver"
"24",2023-01-25,2,2023-01-19,-6,"fdom",16.1093756433979,"driver"
"25",2023-01-26,2,2023-01-19,-7,"fdom",16.1185670763741,"driver"
"26",2023-01-27,2,2023-01-19,-8,"fdom",16.128980873126,"driver"
"27",2023-01-28,2,2023-01-19,-9,"fdom",16.1237193059811,"driver"
"28",2023-01-29,2,2023-01-19,-10,"fdom",16.1139379217589,"driver"
"29",2023-01-30,2,2023-01-19,-11,"fdom",16.1267175234534,"driver"
"30",2023-01-31,2,2023-01-19,-12,"fdom",16.1314295692451,"driver"
"31",2023-02-01,2,2023-01-19,-13,"fdom",16.1345946120905,"driver"
"32",2023-02-02,2,2023-01-19,-14,"fdom",16.1350926107581,"driver"
"33",2023-02-03,2,2023-01-19,-15,"fdom",16.1402277865859,"driver"
"34",2023-02-04,2,2023-01-19,-16,"fdom",16.1480859772072,"driver"
"35",2023-01-19,3,2023-01-19,0,"fdom",16.0600694444444,"driver"
"36",2023-01-20,3,2023-01-19,-1,"fdom",16.0639912837094,"driver"
"37",2023-01-21,3,2023-01-19,-2,"fdom",16.0690203602357,"driver"
"38",2023-01-22,3,2023-01-19,-3,"fdom",16.0757288754408,"driver"
"39",2023-01-23,3,2023-01-19,-4,"fdom",16.0905047401949,"driver"
"40",2023-01-24,3,2023-01-19,-5,"fdom",16.0943687890485,"driver"
"41",2023-01-25,3,2023-01-19,-6,"fdom",16.1072913589938,"driver"
"42",2023-01-26,3,2023-01-19,-7,"fdom",16.1146034393497,"driver"
"43",2023-01-27,3,2023-01-19,-8,"fdom",16.1190920338122,"driver"
"44",2023-01-28,3,2023-01-19,-9,"fdom",16.1266505983866,"driver"
"45",2023-01-29,3,2023-01-19,-10,"fdom",16.1048161136737,"driver"
"46",2023-01-30,3,2023-01-19,-11,"fdom",16.0980972393339,"driver"
"47",2023-01-31,3,2023-01-19,-12,"fdom",16.1001499047223,"driver"
"48",2023-02-01,3,2023-01-19,-13,"fdom",16.0949685495511,"driver"
"49",2023-02-02,3,2023-01-19,-14,"fdom",16.1067422968292,"driver"
"50",2023-02-03,3,2023-01-19,-15,"fdom",16.117200963387,"driver"
"51",2023-02-04,3,2023-01-19,-16,"fdom",16.1247612898173,"driver"
"52",2023-01-19,4,2023-01-19,0,"fdom",16.0600694444444,"driver"
"53",2023-01-20,4,2023-01-19,-1,"fdom",16.0632052169811,"driver"
"54",2023-01-21,4,2023-01-19,-2,"fdom",16.0750959827766,"driver"
"55",2023-01-22,4,2023-01-19,-3,"fdom",16.09233150061,"driver"
"56",2023-01-23,4,2023-01-19,-4,"fdom",16.1207744589723,"driver"
"57",2023-01-24,4,2023-01-19,-5,"fdom",16.1373396105479,"driver"
"58",2023-01-25,4,2023-01-19,-6,"fdom",16.151394874879,"driver"
"59",2023-01-26,4,2023-01-19,-7,"fdom",16.1664919772483,"driver"
"60",2023-01-27,4,2023-01-19,-8,"fdom",16.1566316010397,"driver"
"61",2023-01-28,4,2023-01-19,-9,"fdom",16.14777307431,"driver"
"62",2023-01-29,4,2023-01-19,-10,"fdom",16.1433336983017,"driver"
"63",2023-01-30,4,2023-01-19,-11,"fdom",16.1591879819974,"driver"
"64",2023-01-31,4,2023-01-19,-12,"fdom",16.1610347342741,"driver"
"65",2023-02-01,4,2023-01-19,-13,"fdom",16.1617875470169,"driver"
"66",2023-02-02,4,2023-01-19,-14,"fdom",16.1616268776117,"driver"
