"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-01-15,1,2023-01-15,0,"fdom",16.418153383961,"total"
"2",2023-01-16,1,2023-01-15,-1,"fdom",15.6287341160419,"total"
"3",2023-01-17,1,2023-01-15,-2,"fdom",15.2310846906938,"total"
"4",2023-01-18,1,2023-01-15,-3,"fdom",14.8651041339413,"total"
"5",2023-01-19,1,2023-01-15,-4,"fdom",15.2797326606851,"total"
"6",2023-01-20,1,2023-01-15,-5,"fdom",14.536715162327,"total"
"7",2023-01-21,1,2023-01-15,-6,"fdom",15.2824153124244,"total"
"8",2023-01-22,1,2023-01-15,-7,"fdom",14.7964018694465,"total"
"9",2023-01-23,1,2023-01-15,-8,"fdom",15.0112307643028,"total"
"10",2023-01-24,1,2023-01-15,-9,"fdom",15.9410513081039,"total"
"11",2023-01-25,1,2023-01-15,-10,"fdom",15.9672504775168,"total"
"12",2023-01-26,1,2023-01-15,-11,"fdom",15.8776455291472,"total"
"13",2023-01-27,1,2023-01-15,-12,"fdom",16.2387643343952,"total"
"14",2023-01-28,1,2023-01-15,-13,"fdom",15.785896513294,"total"
"15",2023-01-29,1,2023-01-15,-14,"fdom",15.1446234779399,"total"
"16",2023-01-30,1,2023-01-15,-15,"fdom",14.3479018937931,"total"
"17",2023-01-31,1,2023-01-15,-16,"fdom",14.2635151353176,"total"
"18",2023-01-15,2,2023-01-15,0,"fdom",16.575182263336,"total"
"19",2023-01-16,2,2023-01-15,-1,"fdom",16.348869501359,"total"
"20",2023-01-17,2,2023-01-15,-2,"fdom",16.5199382085224,"total"
"21",2023-01-18,2,2023-01-15,-3,"fdom",16.4410274984017,"total"
"22",2023-01-19,2,2023-01-15,-4,"fdom",16.0631969316664,"total"
"23",2023-01-20,2,2023-01-15,-5,"fdom",15.7327255539399,"total"
"24",2023-01-21,2,2023-01-15,-6,"fdom",14.6407796215348,"total"
"25",2023-01-22,2,2023-01-15,-7,"fdom",14.632088740195,"total"
"26",2023-01-23,2,2023-01-15,-8,"fdom",14.0637833894227,"total"
"27",2023-01-24,2,2023-01-15,-9,"fdom",14.4847331273226,"total"
"28",2023-01-25,2,2023-01-15,-10,"fdom",13.5374743255853,"total"
"29",2023-01-26,2,2023-01-15,-11,"fdom",14.050934765701,"total"
"30",2023-01-27,2,2023-01-15,-12,"fdom",13.7259293217775,"total"
"31",2023-01-28,2,2023-01-15,-13,"fdom",14.1367866640341,"total"
"32",2023-01-29,2,2023-01-15,-14,"fdom",13.6925371526609,"total"
"33",2023-01-30,2,2023-01-15,-15,"fdom",14.1410508215808,"total"
"34",2023-01-31,2,2023-01-15,-16,"fdom",14.3997591221017,"total"
"35",2023-01-15,3,2023-01-15,0,"fdom",16.5537426451436,"total"
"36",2023-01-16,3,2023-01-15,-1,"fdom",17.1339671599104,"total"
"37",2023-01-17,3,2023-01-15,-2,"fdom",17.0743997035029,"total"
"38",2023-01-18,3,2023-01-15,-3,"fdom",17.5613784221804,"total"
"39",2023-01-19,3,2023-01-15,-4,"fdom",17.2994416895652,"total"
"40",2023-01-20,3,2023-01-15,-5,"fdom",17.4274623070555,"total"
"41",2023-01-21,3,2023-01-15,-6,"fdom",17.8927333755669,"total"
"42",2023-01-22,3,2023-01-15,-7,"fdom",17.8757108937834,"total"
"43",2023-01-23,3,2023-01-15,-8,"fdom",18.1203360913746,"total"
"44",2023-01-24,3,2023-01-15,-9,"fdom",18.7030727025953,"total"
