"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-09-03,1,2023-09-03,0,"fdom",16.3649426523164,"total"
"2",2023-09-04,1,2023-09-03,-1,"fdom",16.6914566128449,"total"
"3",2023-09-05,1,2023-09-03,-2,"fdom",17.0297601760741,"total"
"4",2023-09-06,1,2023-09-03,-3,"fdom",16.3220790414389,"total"
"5",2023-09-07,1,2023-09-03,-4,"fdom",16.2459763593258,"total"
"6",2023-09-08,1,2023-09-03,-5,"fdom",16.540232151903,"total"
"7",2023-09-09,1,2023-09-03,-6,"fdom",16.0361778263229,"total"
"8",2023-09-10,1,2023-09-03,-7,"fdom",16.5008339843497,"total"
"9",2023-09-11,1,2023-09-03,-8,"fdom",17.1762491373764,"total"
"10",2023-09-12,1,2023-09-03,-9,"fdom",17.5136695195208,"total"
"11",2023-09-13,1,2023-09-03,-10,"fdom",17.2471175420537,"total"
"12",2023-09-14,1,2023-09-03,-11,"fdom",16.673648699658,"total"
"13",2023-09-15,1,2023-09-03,-12,"fdom",16.8841879836295,"total"
"14",2023-09-16,1,2023-09-03,-13,"fdom",16.5710201571219,"total"
"15",2023-09-17,1,2023-09-03,-14,"fdom",16.0726150511103,"total"
"16",2023-09-18,1,2023-09-03,-15,"fdom",15.9858188847134,"total"
"17",2023-09-19,1,2023-09-03,-16,"fdom",16.0505763358234,"total"
"18",2023-09-03,2,2023-09-03,0,"fdom",16.4782881687333,"total"
"19",2023-09-04,2,2023-09-03,-1,"fdom",16.5146907788311,"total"
"20",2023-09-05,2,2023-09-03,-2,"fdom",17.4098036059554,"total"
"21",2023-09-06,2,2023-09-03,-3,"fdom",17.9632014811995,"total"
"22",2023-09-07,2,2023-09-03,-4,"fdom",17.8597863649757,"total"
"23",2023-09-08,2,2023-09-03,-5,"fdom",18.0180208436313,"total"
"24",2023-09-09,2,2023-09-03,-6,"fdom",18.4424348769684,"total"
"25",2023-09-10,2,2023-09-03,-7,"fdom",18.8763007210189,"total"
"26",2023-09-11,2,2023-09-03,-8,"fdom",18.5331081355021,"total"
"27",2023-09-12,2,2023-09-03,-9,"fdom",19.3485376848009,"total"
"28",2023-09-13,2,2023-09-03,-10,"fdom",19.5825876780231,"total"
"29",2023-09-14,2,2023-09-03,-11,"fdom",19.4724883491333,"total"
"30",2023-09-15,2,2023-09-03,-12,"fdom",19.1751736053014,"total"
"31",2023-09-16,2,2023-09-03,-13,"fdom",20.505132234904,"total"
"32",2023-09-17,2,2023-09-03,-14,"fdom",20.2651207933296,"total"
"33",2023-09-18,2,2023-09-03,-15,"fdom",19.9541015707528,"total"
"34",2023-09-19,2,2023-09-03,-16,"fdom",18.8503932471798,"total"
"35",2023-09-03,3,2023-09-03,0,"fdom",16.48902507376,"total"
"36",2023-09-04,3,2023-09-03,-1,"fdom",16.4138029846794,"total"
"37",2023-09-05,3,2023-09-03,-2,"fdom",16.5072905524114,"total"
"38",2023-09-06,3,2023-09-03,-3,"fdom",16.0723601968227,"total"
"39",2023-09-07,3,2023-09-03,-4,"fdom",15.026364884371,"total"
"40",2023-09-08,3,2023-09-03,-5,"fdom",13.8681243184185,"total"
"41",2023-09-09,3,2023-09-03,-6,"fdom",13.4544206868009,"total"
"42",2023-09-10,3,2023-09-03,-7,"fdom",14.0472773133816,"total"
"43",2023-09-11,3,2023-09-03,-8,"fdom",13.2362526107189,"total"
"44",2023-09-12,3,2023-09-03,-9,"fdom",12.6615713694565,"total"
"45",2023-09-13,3,2023-09-03,-10,"fdom",13.0844383001244,"total"
"46",2023-09-14,3,2023-09-03,-11,"fdom",13.7402271962266,"total"
"47",2023-09-15,3,2023-09-03,-12,"fdom",13.6335350949555,"total"
"48",2023-09-16,3,2023-09-03,-13,"fdom",13.979016325325,"total"
"49",2023-09-17,3,2023-09-03,-14,"fdom",13.6201467974481,"total"
"50",2023-09-18,3,2023-09-03,-15,"fdom",13.4692339251685,"total"
"51",2023-09-19,3,2023-09-03,-16,"fdom",12.4424754470562,"total"
"52",2023-09-03,4,2023-09-03,0,"fdom",16.3979304311154,"total"
"53",2023-09-04,4,2023-09-03,-1,"fdom",15.6368600324126,"total"
"54",2023-09-05,4,2023-09-03,-2,"fdom",15.7191387387056,"total"
"55",2023-09-06,4,2023-09-03,-3,"fdom",16.3258908205816,"total"
"56",2023-09-07,4,2023-09-03,-4,"fdom",16.8391907839278,"total"
"57",2023-09-08,4,2023-09-03,-5,"fdom",17.3016407883692,"total"
"58",2023-09-09,4,2023-09-03,-6,"fdom",17.642093271272,"total"
"59",2023-09-10,4,2023-09-03,-7,"fdom",18.3138478288686,"total"
"60",2023-09-11,4,2023-09-03,-8,"fdom",19.2944692998175,"total"
"61",2023-09-12,4,2023-09-03,-9,"fdom",19.313043286002,"total"
"62",2023-09-13,4,2023-09-03,-10,"fdom",19.6783575041802,"total"
"63",2023-09-14,4,2023-09-03,-11,"fdom",19.3645714938581,"total"
"64",2023-09-15,4,2023-09-03,-12,"fdom",19.0764012066739,"total"
"65",2023-09-16,4,2023-09-03,-13,"fdom",19.5258876107592,"total"
"66",2023-09-17,4,2023-09-03,-14,"fdom",20.4789780634506,"total"
"67",2023-09-18,4,2023-09-03,-15,"fdom",21.8147935611537,"total"
"68",2023-09-19,4,2023-09-03,-16,"fdom",21.905758913487,"total"
"69",2023-09-03,5,2023-09-03,0,"fdom",16.4597520681092,"total"
"70",2023-09-04,5,2023-09-03,-1,"fdom",16.9108624958203,"total"
"71",2023-09-05,5,2023-09-03,-2,"fdom",16.5813191063951,"total"
"72",2023-09-06,5,2023-09-03,-3,"fdom",15.9756584498216,"total"
"73",2023-09-07,5,2023-09-03,-4,"fdom",15.4559620044232,"total"
"74",2023-09-08,5,2023-09-03,-5,"fdom",16.0581020871795,"total"
"75",2023-09-09,5,2023-09-03,-6,"fdom",16.062386150839,"total"
"76",2023-09-10,5,2023-09-03,-7,"fdom",15.8599873962227,"total"
"77",2023-09-11,5,2023-09-03,-8,"fdom",15.2621666510393,"total"
"78",2023-09-12,5,2023-09-03,-9,"fdom",14.9351805109027,"total"
"79",2023-09-13,5,2023-09-03,-10,"fdom",14.4507605786794,"total"
"80",2023-09-14,5,2023-09-03,-11,"fdom",15.0214412416457,"total"
"81",2023-09-15,5,2023-09-03,-12,"fdom",14.5042850028682,"total"
"82",2023-09-16,5,2023-09-03,-13,"fdom",14.6272343792072,"total"
"83",2023-09-17,5,2023-09-03,-14,"fdom",13.7301708561388,"total"
"84",2023-09-18,5,2023-09-03,-15,"fdom",13.2653581203222,"total"
"85",2023-09-19,5,2023-09-03,-16,"fdom",13.2147489732527,"total"
