"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-02-04,1,2023-02-04,0,"fdom",15.218783498551,"total"
"2",2023-02-05,1,2023-02-04,-1,"fdom",14.4410559633035,"total"
"3",2023-02-06,1,2023-02-04,-2,"fdom",14.0698947337134,"total"
"4",2023-02-07,1,2023-02-04,-3,"fdom",14.6456394754236,"total"
"5",2023-02-08,1,2023-02-04,-4,"fdom",14.2341771980895,"total"
"6",2023-02-09,1,2023-02-04,-5,"fdom",13.2873145134052,"total"
"7",2023-02-10,1,2023-02-04,-6,"fdom",12.4505733715169,"total"
"8",2023-02-11,1,2023-02-04,-7,"fdom",13.0137219463704,"total"
"9",2023-02-12,1,2023-02-04,-8,"fdom",13.2472029701275,"total"
"10",2023-02-13,1,2023-02-04,-9,"fdom",13.2882428580836,"total"
"11",2023-02-14,1,2023-02-04,-10,"fdom",12.7852069504533,"total"
"12",2023-02-15,1,2023-02-04,-11,"fdom",13.2087003338491,"total"
"13",2023-02-16,1,2023-02-04,-12,"fdom",12.0524297663209,"total"
"14",2023-02-17,1,2023-02-04,-13,"fdom",11.9337042198218,"total"
"15",2023-02-18,1,2023-02-04,-14,"fdom",11.1124059278047,"total"
"16",2023-02-19,1,2023-02-04,-15,"fdom",10.5068240293001,"total"
"17",2023-02-20,1,2023-02-04,-16,"fdom",11.0996243719544,"total"
"18",2023-02-04,2,2023-02-04,0,"fdom",15.1766217968855,"total"
"19",2023-02-05,2,2023-02-04,-1,"fdom",15.8174695482346,"total"
"20",2023-02-06,2,2023-02-04,-2,"fdom",15.9387940779165,"total"
"21",2023-02-07,2,2023-02-04,-3,"fdom",16.6890525671788,"total"
"22",2023-02-08,2,2023-02-04,-4,"fdom",17.6079101531556,"total"
"23",2023-02-09,2,2023-02-04,-5,"fdom",17.0984001381953,"total"
"24",2023-02-10,2,2023-02-04,-6,"fdom",17.4160435859014,"total"
"25",2023-02-11,2,2023-02-04,-7,"fdom",18.2748810255391,"total"
"26",2023-02-12,2,2023-02-04,-8,"fdom",18.1276339204023,"total"
"27",2023-02-13,2,2023-02-04,-9,"fdom",17.8846333926378,"total"
"28",2023-02-14,2,2023-02-04,-10,"fdom",16.9756682861104,"total"
"29",2023-02-15,2,2023-02-04,-11,"fdom",17.023933319473,"total"
"30",2023-02-16,2,2023-02-04,-12,"fdom",16.8370256750751,"total"
"31",2023-02-17,2,2023-02-04,-13,"fdom",16.0231191713346,"total"
"32",2023-02-18,2,2023-02-04,-14,"fdom",15.6391473356823,"total"
"33",2023-02-19,2,2023-02-04,-15,"fdom",15.692852760442,"total"
