"","forecast_date","ensemble_member","reference_datetime","Horizon","forecast_variable","value","uc_type"
"1",2023-02-11,1,2023-02-11,0,"fdom",14.0196185954129,"total"
"2",2023-02-12,1,2023-02-11,-1,"fdom",13.626539332564,"total"
"3",2023-02-13,1,2023-02-11,-2,"fdom",13.5310197069812,"total"
"4",2023-02-14,1,2023-02-11,-3,"fdom",13.2500958443272,"total"
"5",2023-02-15,1,2023-02-11,-4,"fdom",13.2294464415933,"total"
"6",2023-02-16,1,2023-02-11,-5,"fdom",13.2950301823984,"total"
"7",2023-02-17,1,2023-02-11,-6,"fdom",12.4697350028067,"total"
"8",2023-02-18,1,2023-02-11,-7,"fdom",12.3211687848037,"total"
"9",2023-02-19,1,2023-02-11,-8,"fdom",13.0430312913374,"total"
"10",2023-02-20,1,2023-02-11,-9,"fdom",12.3386174442781,"total"
"11",2023-02-21,1,2023-02-11,-10,"fdom",11.9619516988984,"total"
"12",2023-02-22,1,2023-02-11,-11,"fdom",11.6810415937025,"total"
"13",2023-02-23,1,2023-02-11,-12,"fdom",12.2287083435887,"total"
"14",2023-02-24,1,2023-02-11,-13,"fdom",12.3843969059926,"total"
"15",2023-02-25,1,2023-02-11,-14,"fdom",12.1770019909043,"total"
"16",2023-02-26,1,2023-02-11,-15,"fdom",11.9224951673512,"total"
"17",2023-02-27,1,2023-02-11,-16,"fdom",11.5381178237781,"total"
"18",2023-02-11,2,2023-02-11,0,"fdom",13.7791580726145,"total"
"19",2023-02-12,2,2023-02-11,-1,"fdom",15.3893033280902,"total"
"20",2023-02-13,2,2023-02-11,-2,"fdom",14.8746658666409,"total"
"21",2023-02-14,2,2023-02-11,-3,"fdom",14.9561474592804,"total"
"22",2023-02-15,2,2023-02-11,-4,"fdom",15.1439535605954,"total"
"23",2023-02-16,2,2023-02-11,-5,"fdom",15.7350756522985,"total"
"24",2023-02-17,2,2023-02-11,-6,"fdom",15.5743107747449,"total"
"25",2023-02-18,2,2023-02-11,-7,"fdom",15.7645360985613,"total"
"26",2023-02-19,2,2023-02-11,-8,"fdom",16.3338616660066,"total"
"27",2023-02-20,2,2023-02-11,-9,"fdom",16.7422514428136,"total"
"28",2023-02-21,2,2023-02-11,-10,"fdom",17.2349964780679,"total"
"29",2023-02-22,2,2023-02-11,-11,"fdom",16.7726778623317,"total"
"30",2023-02-23,2,2023-02-11,-12,"fdom",17.2747219552662,"total"
"31",2023-02-24,2,2023-02-11,-13,"fdom",16.7010550103075,"total"
"32",2023-02-25,2,2023-02-11,-14,"fdom",16.5725335357454,"total"
"33",2023-02-26,2,2023-02-11,-15,"fdom",16.5015055737094,"total"
"34",2023-02-27,2,2023-02-11,-16,"fdom",16.038177674453,"total"
"35",2023-02-11,3,2023-02-11,0,"fdom",13.956482550498,"total"
"36",2023-02-12,3,2023-02-11,-1,"fdom",13.5552106993471,"total"
"37",2023-02-13,3,2023-02-11,-2,"fdom",12.681257536927,"total"
"38",2023-02-14,3,2023-02-11,-3,"fdom",12.595908712449,"total"
"39",2023-02-15,3,2023-02-11,-4,"fdom",11.144813403566,"total"
"40",2023-02-16,3,2023-02-11,-5,"fdom",10.3331193611973,"total"
"41",2023-02-17,3,2023-02-11,-6,"fdom",9.72095459194412,"total"
"42",2023-02-18,3,2023-02-11,-7,"fdom",9.13997407474131,"total"
"43",2023-02-19,3,2023-02-11,-8,"fdom",9.35649417758962,"total"
"44",2023-02-20,3,2023-02-11,-9,"fdom",8.27846595307207,"total"
"45",2023-02-21,3,2023-02-11,-10,"fdom",7.7441676646263,"total"
"46",2023-02-22,3,2023-02-11,-11,"fdom",8.59799438100842,"total"
"47",2023-02-23,3,2023-02-11,-12,"fdom",8.99441008653164,"total"
"48",2023-02-24,3,2023-02-11,-13,"fdom",8.12543573764014,"total"
"49",2023-02-25,3,2023-02-11,-14,"fdom",7.97171442947743,"total"
"50",2023-02-26,3,2023-02-11,-15,"fdom",7.30639168644861,"total"
"51",2023-02-27,3,2023-02-11,-16,"fdom",7.45401695872565,"total"
"52",2023-02-11,4,2023-02-11,0,"fdom",13.995356698682,"total"
"53",2023-02-12,4,2023-02-11,-1,"fdom",13.9841271458097,"total"
"54",2023-02-13,4,2023-02-11,-2,"fdom",14.1647198077927,"total"
"55",2023-02-14,4,2023-02-11,-3,"fdom",14.5329936103159,"total"
"56",2023-02-15,4,2023-02-11,-4,"fdom",14.948460763449,"total"
"57",2023-02-16,4,2023-02-11,-5,"fdom",14.4260700116985,"total"
"58",2023-02-17,4,2023-02-11,-6,"fdom",14.52646171666,"total"
"59",2023-02-18,4,2023-02-11,-7,"fdom",14.7201503308777,"total"
"60",2023-02-19,4,2023-02-11,-8,"fdom",13.6357694214874,"total"
"61",2023-02-20,4,2023-02-11,-9,"fdom",13.055091166813,"total"
"62",2023-02-21,4,2023-02-11,-10,"fdom",12.4292862554341,"total"
"63",2023-02-22,4,2023-02-11,-11,"fdom",12.1291558036967,"total"
"64",2023-02-23,4,2023-02-11,-12,"fdom",12.0877898553694,"total"
"65",2023-02-24,4,2023-02-11,-13,"fdom",12.1437930619949,"total"
"66",2023-02-25,4,2023-02-11,-14,"fdom",12.5464742267794,"total"
"67",2023-02-26,4,2023-02-11,-15,"fdom",12.8789888188995,"total"
"68",2023-02-27,4,2023-02-11,-16,"fdom",13.5082436571776,"total"
"69",2023-02-11,5,2023-02-11,0,"fdom",14.0531772344406,"total"
"70",2023-02-12,5,2023-02-11,-1,"fdom",13.7524148422514,"total"
"71",2023-02-13,5,2023-02-11,-2,"fdom",13.191184370359,"total"
"72",2023-02-14,5,2023-02-11,-3,"fdom",13.0948128188972,"total"
"73",2023-02-15,5,2023-02-11,-4,"fdom",13.0101754730797,"total"
"74",2023-02-16,5,2023-02-11,-5,"fdom",11.3294366481284,"total"
"75",2023-02-17,5,2023-02-11,-6,"fdom",10.80744498614,"total"
"76",2023-02-18,5,2023-02-11,-7,"fdom",10.8892810407875,"total"
"77",2023-02-19,5,2023-02-11,-8,"fdom",10.7096824906675,"total"
"78",2023-02-20,5,2023-02-11,-9,"fdom",11.0479860119201,"total"
"79",2023-02-21,5,2023-02-11,-10,"fdom",11.4313733462667,"total"
"80",2023-02-22,5,2023-02-11,-11,"fdom",10.8056163990016,"total"
"81",2023-02-23,5,2023-02-11,-12,"fdom",10.8532848115678,"total"
"82",2023-02-24,5,2023-02-11,-13,"fdom",10.5415806155074,"total"
"83",2023-02-25,5,2023-02-11,-14,"fdom",10.1010148715257,"total"
"84",2023-02-26,5,2023-02-11,-15,"fdom",11.1240439805641,"total"
"85",2023-02-27,5,2023-02-11,-16,"fdom",11.2015171652494,"total"
"86",2023-02-11,6,2023-02-11,0,"fdom",13.9777409802868,"total"
"87",2023-02-12,6,2023-02-11,-1,"fdom",13.9736965083435,"total"
"88",2023-02-13,6,2023-02-11,-2,"fdom",13.5270025430084,"total"
"89",2023-02-14,6,2023-02-11,-3,"fdom",12.9743632569948,"total"
"90",2023-02-15,6,2023-02-11,-4,"fdom",14.2118072180353,"total"
"91",2023-02-16,6,2023-02-11,-5,"fdom",13.7567853493546,"total"
"92",2023-02-17,6,2023-02-11,-6,"fdom",13.4404383167445,"total"
"93",2023-02-18,6,2023-02-11,-7,"fdom",14.110663237101,"total"
"94",2023-02-19,6,2023-02-11,-8,"fdom",13.6600284036513,"total"
"95",2023-02-20,6,2023-02-11,-9,"fdom",14.2332558065809,"total"
"96",2023-02-21,6,2023-02-11,-10,"fdom",15.2540989589815,"total"
"97",2023-02-22,6,2023-02-11,-11,"fdom",15.167147392102,"total"
"98",2023-02-23,6,2023-02-11,-12,"fdom",14.8684351893583,"total"
"99",2023-02-24,6,2023-02-11,-13,"fdom",15.0628772742282,"total"
"100",2023-02-25,6,2023-02-11,-14,"fdom",14.9606191912389,"total"
"101",2023-02-26,6,2023-02-11,-15,"fdom",14.8308051527199,"total"
"102",2023-02-27,6,2023-02-11,-16,"fdom",15.489865159826,"total"
"103",2023-02-11,7,2023-02-11,0,"fdom",13.9129749825129,"total"
"104",2023-02-12,7,2023-02-11,-1,"fdom",13.9655296775645,"total"
"105",2023-02-13,7,2023-02-11,-2,"fdom",14.2519837501318,"total"
"106",2023-02-14,7,2023-02-11,-3,"fdom",15.1996951755395,"total"
"107",2023-02-15,7,2023-02-11,-4,"fdom",14.5170341623173,"total"
"108",2023-02-16,7,2023-02-11,-5,"fdom",15.7355699338279,"total"
"109",2023-02-17,7,2023-02-11,-6,"fdom",16.612928837782,"total"
"110",2023-02-18,7,2023-02-11,-7,"fdom",17.3903049540287,"total"
"111",2023-02-19,7,2023-02-11,-8,"fdom",17.7173669178601,"total"
"112",2023-02-20,7,2023-02-11,-9,"fdom",18.3866202547986,"total"
"113",2023-02-21,7,2023-02-11,-10,"fdom",18.6945946033842,"total"
"114",2023-02-22,7,2023-02-11,-11,"fdom",17.9954590206694,"total"
"115",2023-02-23,7,2023-02-11,-12,"fdom",17.2600844448167,"total"
"116",2023-02-24,7,2023-02-11,-13,"fdom",18.7123498900201,"total"
"117",2023-02-25,7,2023-02-11,-14,"fdom",18.3957212888752,"total"
"118",2023-02-26,7,2023-02-11,-15,"fdom",18.1325553683218,"total"
"119",2023-02-27,7,2023-02-11,-16,"fdom",17.946449936444,"total"
"120",2023-02-11,8,2023-02-11,0,"fdom",13.8410214809694,"total"
"121",2023-02-12,8,2023-02-11,-1,"fdom",14.0708737841213,"total"
"122",2023-02-13,8,2023-02-11,-2,"fdom",13.2682471296511,"total"
"123",2023-02-14,8,2023-02-11,-3,"fdom",13.6029000792746,"total"
"124",2023-02-15,8,2023-02-11,-4,"fdom",13.7833494861928,"total"
"125",2023-02-16,8,2023-02-11,-5,"fdom",14.040911732537,"total"
"126",2023-02-17,8,2023-02-11,-6,"fdom",14.3144741784389,"total"
"127",2023-02-18,8,2023-02-11,-7,"fdom",14.224521754727,"total"
"128",2023-02-19,8,2023-02-11,-8,"fdom",13.5002262324107,"total"
"129",2023-02-20,8,2023-02-11,-9,"fdom",13.7746391221084,"total"
"130",2023-02-21,8,2023-02-11,-10,"fdom",14.5789773100492,"total"
"131",2023-02-22,8,2023-02-11,-11,"fdom",15.571310333725,"total"
"132",2023-02-23,8,2023-02-11,-12,"fdom",15.9655170074203,"total"
"133",2023-02-24,8,2023-02-11,-13,"fdom",16.3268039398724,"total"
"134",2023-02-25,8,2023-02-11,-14,"fdom",16.2610752159646,"total"
"135",2023-02-26,8,2023-02-11,-15,"fdom",17.5721797762358,"total"
"136",2023-02-27,8,2023-02-11,-16,"fdom",17.2556234939332,"total"
"137",2023-02-11,9,2023-02-11,0,"fdom",13.9737972978331,"total"
"138",2023-02-12,9,2023-02-11,-1,"fdom",13.8428237808425,"total"
"139",2023-02-13,9,2023-02-11,-2,"fdom",13.7106048272544,"total"
"140",2023-02-14,9,2023-02-11,-3,"fdom",12.9774806983617,"total"
"141",2023-02-15,9,2023-02-11,-4,"fdom",12.7419233773703,"total"
"142",2023-02-16,9,2023-02-11,-5,"fdom",11.4859017170626,"total"
"143",2023-02-17,9,2023-02-11,-6,"fdom",11.0652584300467,"total"
"144",2023-02-18,9,2023-02-11,-7,"fdom",11.2801993225424,"total"
"145",2023-02-19,9,2023-02-11,-8,"fdom",10.9745970584537,"total"
"146",2023-02-20,9,2023-02-11,-9,"fdom",9.30415769140489,"total"
"147",2023-02-21,9,2023-02-11,-10,"fdom",8.93705950498676,"total"
"148",2023-02-22,9,2023-02-11,-11,"fdom",9.17132064720188,"total"
"149",2023-02-23,9,2023-02-11,-12,"fdom",8.91997748422559,"total"
"150",2023-02-24,9,2023-02-11,-13,"fdom",8.64286740936689,"total"
"151",2023-02-25,9,2023-02-11,-14,"fdom",7.94408878084781,"total"
"152",2023-02-26,9,2023-02-11,-15,"fdom",8.78371322102378,"total"
"153",2023-02-27,9,2023-02-11,-16,"fdom",8.59575995190654,"total"
"154",2023-02-11,10,2023-02-11,0,"fdom",13.832301823356,"total"
"155",2023-02-12,10,2023-02-11,-1,"fdom",15.1791730629404,"total"
"156",2023-02-13,10,2023-02-11,-2,"fdom",16.599784606983,"total"
"157",2023-02-14,10,2023-02-11,-3,"fdom",17.1982962596272,"total"
"158",2023-02-15,10,2023-02-11,-4,"fdom",17.5992800281024,"total"
"159",2023-02-16,10,2023-02-11,-5,"fdom",19.2720951661285,"total"
"160",2023-02-17,10,2023-02-11,-6,"fdom",20.0844691373523,"total"
"161",2023-02-18,10,2023-02-11,-7,"fdom",21.9442482405581,"total"
"162",2023-02-19,10,2023-02-11,-8,"fdom",21.5311456005862,"total"
"163",2023-02-20,10,2023-02-11,-9,"fdom",22.3759136357478,"total"
"164",2023-02-21,10,2023-02-11,-10,"fdom",23.7251371337739,"total"
"165",2023-02-22,10,2023-02-11,-11,"fdom",24.9240186189762,"total"
"166",2023-02-23,10,2023-02-11,-12,"fdom",26.2138778325543,"total"
"167",2023-02-24,10,2023-02-11,-13,"fdom",27.1227928599461,"total"
"168",2023-02-25,10,2023-02-11,-14,"fdom",27.2759609043464,"total"
"169",2023-02-26,10,2023-02-11,-15,"fdom",27.7295192315696,"total"
"170",2023-02-27,10,2023-02-11,-16,"fdom",28.2289235327861,"total"
"171",2023-02-11,11,2023-02-11,0,"fdom",14.0106861442955,"total"
"172",2023-02-12,11,2023-02-11,-1,"fdom",14.4321784717241,"total"
"173",2023-02-13,11,2023-02-11,-2,"fdom",15.0694593619788,"total"
"174",2023-02-14,11,2023-02-11,-3,"fdom",16.0538300716467,"total"
"175",2023-02-15,11,2023-02-11,-4,"fdom",15.8511489636656,"total"
"176",2023-02-16,11,2023-02-11,-5,"fdom",15.852926729316,"total"
"177",2023-02-17,11,2023-02-11,-6,"fdom",15.3647969590999,"total"
"178",2023-02-18,11,2023-02-11,-7,"fdom",15.7909466735456,"total"
"179",2023-02-19,11,2023-02-11,-8,"fdom",16.3979740227091,"total"
"180",2023-02-20,11,2023-02-11,-9,"fdom",16.4843150519557,"total"
"181",2023-02-21,11,2023-02-11,-10,"fdom",17.4293281671316,"total"
"182",2023-02-22,11,2023-02-11,-11,"fdom",18.4039255148829,"total"
"183",2023-02-23,11,2023-02-11,-12,"fdom",18.4469096869931,"total"
"184",2023-02-24,11,2023-02-11,-13,"fdom",18.4507003803043,"total"
"185",2023-02-25,11,2023-02-11,-14,"fdom",19.3770043629977,"total"
"186",2023-02-26,11,2023-02-11,-15,"fdom",19.7068222190525,"total"
"187",2023-02-27,11,2023-02-11,-16,"fdom",20.0705033451471,"total"
"188",2023-02-11,12,2023-02-11,0,"fdom",13.8218504356716,"total"
"189",2023-02-12,12,2023-02-11,-1,"fdom",13.0351119833003,"total"
"190",2023-02-13,12,2023-02-11,-2,"fdom",12.8287241126229,"total"
"191",2023-02-14,12,2023-02-11,-3,"fdom",13.0205839012772,"total"
"192",2023-02-15,12,2023-02-11,-4,"fdom",13.0956013962269,"total"
"193",2023-02-16,12,2023-02-11,-5,"fdom",14.030003168624,"total"
"194",2023-02-17,12,2023-02-11,-6,"fdom",14.4649520240423,"total"
"195",2023-02-18,12,2023-02-11,-7,"fdom",13.8556762210373,"total"
"196",2023-02-19,12,2023-02-11,-8,"fdom",13.2177160620854,"total"
"197",2023-02-20,12,2023-02-11,-9,"fdom",13.6814769644008,"total"
"198",2023-02-21,12,2023-02-11,-10,"fdom",12.9063318272912,"total"
"199",2023-02-22,12,2023-02-11,-11,"fdom",11.8583725551417,"total"
"200",2023-02-23,12,2023-02-11,-12,"fdom",12.2931923709984,"total"
"201",2023-02-24,12,2023-02-11,-13,"fdom",13.1796734268313,"total"
"202",2023-02-25,12,2023-02-11,-14,"fdom",13.1876298476254,"total"
"203",2023-02-26,12,2023-02-11,-15,"fdom",13.147068412852,"total"
"204",2023-02-27,12,2023-02-11,-16,"fdom",13.2908011614339,"total"
"205",2023-02-11,13,2023-02-11,0,"fdom",13.9139026219323,"total"
"206",2023-02-12,13,2023-02-11,-1,"fdom",13.9742337838305,"total"
"207",2023-02-13,13,2023-02-11,-2,"fdom",14.054091665424,"total"
"208",2023-02-14,13,2023-02-11,-3,"fdom",14.1529794319268,"total"
"209",2023-02-15,13,2023-02-11,-4,"fdom",14.1445439169626,"total"
"210",2023-02-16,13,2023-02-11,-5,"fdom",14.3978590553726,"total"
"211",2023-02-17,13,2023-02-11,-6,"fdom",13.5230428750091,"total"
"212",2023-02-18,13,2023-02-11,-7,"fdom",13.2502155191516,"total"
"213",2023-02-19,13,2023-02-11,-8,"fdom",12.792427777159,"total"
"214",2023-02-20,13,2023-02-11,-9,"fdom",12.5627522422443,"total"
"215",2023-02-21,13,2023-02-11,-10,"fdom",11.9732359346509,"total"
"216",2023-02-22,13,2023-02-11,-11,"fdom",12.3794919044905,"total"
"217",2023-02-23,13,2023-02-11,-12,"fdom",12.787931898795,"total"
"218",2023-02-24,13,2023-02-11,-13,"fdom",13.3568945577285,"total"
"219",2023-02-25,13,2023-02-11,-14,"fdom",13.0824165257515,"total"
"220",2023-02-26,13,2023-02-11,-15,"fdom",12.4085850490001,"total"
"221",2023-02-27,13,2023-02-11,-16,"fdom",12.5105075327505,"total"
"222",2023-02-11,14,2023-02-11,0,"fdom",14.0339750842765,"total"
"223",2023-02-12,14,2023-02-11,-1,"fdom",14.107339981118,"total"
"224",2023-02-13,14,2023-02-11,-2,"fdom",13.8237539525048,"total"
"225",2023-02-14,14,2023-02-11,-3,"fdom",14.0773329139017,"total"
"226",2023-02-15,14,2023-02-11,-4,"fdom",13.4512173558709,"total"
"227",2023-02-16,14,2023-02-11,-5,"fdom",13.8453635198969,"total"
"228",2023-02-17,14,2023-02-11,-6,"fdom",13.3941137385694,"total"
"229",2023-02-18,14,2023-02-11,-7,"fdom",13.2293092558741,"total"
"230",2023-02-19,14,2023-02-11,-8,"fdom",13.3366441405478,"total"
"231",2023-02-20,14,2023-02-11,-9,"fdom",13.9770350766614,"total"
"232",2023-02-21,14,2023-02-11,-10,"fdom",14.2695729025332,"total"
"233",2023-02-22,14,2023-02-11,-11,"fdom",14.511335553594,"total"
"234",2023-02-23,14,2023-02-11,-12,"fdom",13.7547492384781,"total"
"235",2023-02-24,14,2023-02-11,-13,"fdom",13.220542378207,"total"
"236",2023-02-25,14,2023-02-11,-14,"fdom",13.493276385119,"total"
"237",2023-02-26,14,2023-02-11,-15,"fdom",13.9615378714321,"total"
"238",2023-02-27,14,2023-02-11,-16,"fdom",14.4018067294944,"total"
"239",2023-02-11,15,2023-02-11,0,"fdom",14.040166949212,"total"
"240",2023-02-12,15,2023-02-11,-1,"fdom",14.4870106183653,"total"
"241",2023-02-13,15,2023-02-11,-2,"fdom",14.9706934893907,"total"
"242",2023-02-14,15,2023-02-11,-3,"fdom",15.2954430586075,"total"
"243",2023-02-15,15,2023-02-11,-4,"fdom",17.0278421137412,"total"
"244",2023-02-16,15,2023-02-11,-5,"fdom",16.8023349162658,"total"
"245",2023-02-17,15,2023-02-11,-6,"fdom",17.1465620824619,"total"
"246",2023-02-18,15,2023-02-11,-7,"fdom",17.1600809458775,"total"
"247",2023-02-19,15,2023-02-11,-8,"fdom",18.3371619192828,"total"
"248",2023-02-20,15,2023-02-11,-9,"fdom",18.8376208968159,"total"
"249",2023-02-21,15,2023-02-11,-10,"fdom",19.158299729395,"total"
"250",2023-02-22,15,2023-02-11,-11,"fdom",19.9443236732907,"total"
"251",2023-02-23,15,2023-02-11,-12,"fdom",20.4235440306351,"total"
"252",2023-02-24,15,2023-02-11,-13,"fdom",21.1898226408531,"total"
"253",2023-02-25,15,2023-02-11,-14,"fdom",21.74830177239,"total"
"254",2023-02-26,15,2023-02-11,-15,"fdom",21.9266879308464,"total"
"255",2023-02-27,15,2023-02-11,-16,"fdom",22.003179401736,"total"
"256",2023-02-11,16,2023-02-11,0,"fdom",13.8843835346405,"total"
"257",2023-02-12,16,2023-02-11,-1,"fdom",14.69341796552,"total"
"258",2023-02-13,16,2023-02-11,-2,"fdom",15.283075682716,"total"
"259",2023-02-14,16,2023-02-11,-3,"fdom",15.8721953307654,"total"
"260",2023-02-15,16,2023-02-11,-4,"fdom",14.5672894765603,"total"
"261",2023-02-16,16,2023-02-11,-5,"fdom",15.2446731580523,"total"
"262",2023-02-17,16,2023-02-11,-6,"fdom",15.9955702329341,"total"
"263",2023-02-18,16,2023-02-11,-7,"fdom",16.2509606846075,"total"
"264",2023-02-19,16,2023-02-11,-8,"fdom",16.5762200331618,"total"
"265",2023-02-20,16,2023-02-11,-9,"fdom",16.2958356616541,"total"
"266",2023-02-21,16,2023-02-11,-10,"fdom",15.6661528705969,"total"
"267",2023-02-22,16,2023-02-11,-11,"fdom",17.0100934958185,"total"
"268",2023-02-23,16,2023-02-11,-12,"fdom",16.796561404988,"total"
"269",2023-02-24,16,2023-02-11,-13,"fdom",17.8055166866638,"total"
"270",2023-02-25,16,2023-02-11,-14,"fdom",18.9180706015676,"total"
"271",2023-02-26,16,2023-02-11,-15,"fdom",19.6222053039353,"total"
"272",2023-02-27,16,2023-02-11,-16,"fdom",20.0470978921226,"total"
"273",2023-02-11,17,2023-02-11,0,"fdom",13.9060455340798,"total"
"274",2023-02-12,17,2023-02-11,-1,"fdom",14.6601877264706,"total"
"275",2023-02-13,17,2023-02-11,-2,"fdom",13.673113530955,"total"
"276",2023-02-14,17,2023-02-11,-3,"fdom",13.6516760082992,"total"
"277",2023-02-15,17,2023-02-11,-4,"fdom",12.9039568874587,"total"
"278",2023-02-16,17,2023-02-11,-5,"fdom",13.6891780880339,"total"
"279",2023-02-17,17,2023-02-11,-6,"fdom",13.2028786145107,"total"
"280",2023-02-18,17,2023-02-11,-7,"fdom",13.2657452939016,"total"
"281",2023-02-19,17,2023-02-11,-8,"fdom",12.7944987115987,"total"
"282",2023-02-20,17,2023-02-11,-9,"fdom",13.0808823583391,"total"
"283",2023-02-21,17,2023-02-11,-10,"fdom",13.6822978515383,"total"
"284",2023-02-22,17,2023-02-11,-11,"fdom",13.8276971155187,"total"
"285",2023-02-23,17,2023-02-11,-12,"fdom",13.6812835965261,"total"
"286",2023-02-24,17,2023-02-11,-13,"fdom",14.0876739432412,"total"
"287",2023-02-25,17,2023-02-11,-14,"fdom",14.5686139665083,"total"
"288",2023-02-26,17,2023-02-11,-15,"fdom",14.043545397023,"total"
"289",2023-02-27,17,2023-02-11,-16,"fdom",14.2961649673951,"total"
"290",2023-02-11,18,2023-02-11,0,"fdom",14.1647387171002,"total"
"291",2023-02-12,18,2023-02-11,-1,"fdom",14.8792780227913,"total"
"292",2023-02-13,18,2023-02-11,-2,"fdom",14.4617702848969,"total"
"293",2023-02-14,18,2023-02-11,-3,"fdom",15.1638870857886,"total"
"294",2023-02-15,18,2023-02-11,-4,"fdom",15.6184481941916,"total"
"295",2023-02-16,18,2023-02-11,-5,"fdom",16.4725797028714,"total"
"296",2023-02-17,18,2023-02-11,-6,"fdom",16.553840320419,"total"
"297",2023-02-18,18,2023-02-11,-7,"fdom",17.7937787302193,"total"
"298",2023-02-19,18,2023-02-11,-8,"fdom",18.3603014124612,"total"
"299",2023-02-20,18,2023-02-11,-9,"fdom",18.653996060601,"total"
"300",2023-02-21,18,2023-02-11,-10,"fdom",18.9048011023908,"total"
"301",2023-02-22,18,2023-02-11,-11,"fdom",19.5104891175657,"total"
"302",2023-02-23,18,2023-02-11,-12,"fdom",19.9936324042856,"total"
"303",2023-02-24,18,2023-02-11,-13,"fdom",19.7501597885392,"total"
"304",2023-02-25,18,2023-02-11,-14,"fdom",19.8665130526486,"total"
"305",2023-02-26,18,2023-02-11,-15,"fdom",20.5779656990047,"total"
"306",2023-02-27,18,2023-02-11,-16,"fdom",20.3523945333026,"total"
"307",2023-02-11,19,2023-02-11,0,"fdom",13.9177202319585,"total"
"308",2023-02-12,19,2023-02-11,-1,"fdom",13.4469596925138,"total"
"309",2023-02-13,19,2023-02-11,-2,"fdom",14.2529546380886,"total"
"310",2023-02-14,19,2023-02-11,-3,"fdom",14.6177414915203,"total"
"311",2023-02-15,19,2023-02-11,-4,"fdom",14.7196412825402,"total"
"312",2023-02-16,19,2023-02-11,-5,"fdom",16.294442020356,"total"
"313",2023-02-17,19,2023-02-11,-6,"fdom",16.2785095391105,"total"
"314",2023-02-18,19,2023-02-11,-7,"fdom",16.9607597208456,"total"
"315",2023-02-19,19,2023-02-11,-8,"fdom",17.4079840470075,"total"
"316",2023-02-20,19,2023-02-11,-9,"fdom",17.4298938909007,"total"
"317",2023-02-21,19,2023-02-11,-10,"fdom",18.0994708873124,"total"
"318",2023-02-22,19,2023-02-11,-11,"fdom",18.1419642365098,"total"
"319",2023-02-23,19,2023-02-11,-12,"fdom",19.0394017722825,"total"
"320",2023-02-24,19,2023-02-11,-13,"fdom",19.6644493188149,"total"
"321",2023-02-25,19,2023-02-11,-14,"fdom",19.7131628064354,"total"
"322",2023-02-26,19,2023-02-11,-15,"fdom",19.7418250097738,"total"
